,timeline,AOP,MAP,num_users
0,2020-02-15,0.0024144297684987916,0.003088978120933809,2347
1,2020-02-22,0.002855454903505314,0.00338484552003654,2539
2,2020-03-15,0.0023842485771419777,0.0030304889268894806,2167
3,2020-03-22,0.0029191753329684354,0.0034840135791148366,1827
4,2020-04-15,0.004637874740279017,0.00483964973056692,2246
5,2020-04-22,0.004866473616473617,0.006961643345571917,2072
6,2020-05-15,0.004806333050607859,0.005919530180026363,2358
7,2020-05-22,0.003417285545151224,0.004357140993401896,3097
8,2020-06-15,0.0027636054421768686,0.003301089480404957,2352
9,2020-06-22,0.0028517110266159723,0.0036550572719774273,3945
10,2020-07-15,0.0018903591682419656,0.0017429709372053417,2645
11,2020-07-22,0.002815130643926969,0.003247949240487779,3049
12,2020-08-15,0.0031166258883840135,0.0035321896668453825,2861
13,2020-08-22,0.003318584070796461,0.004316682579956917,2938
